Rank,Platform,Year,Genre,Publisher,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Bin_Global_Sales
247,WiiU,2012,Misc,Nintendo,Nintendo Land,2.55,1.11,0.46,0.33,4.44,0.0
248,Wii,2010,Misc,Ubisoft,Michael Jackson: The Experience,2.67,1.35,0.01,0.39,4.42,0.0
249,PS2,2001,Sports,Activision,Tony Hawk's Pro Skater 3,2.66,1.29,0.01,0.46,4.41,0.0
250,PS2,2006,Sports,Konami Digital Entertainment,Winning Eleven: Pro Evolution Soccer 2007,0.1,2.39,1.05,0.86,4.39,0.0
251,X360,2006,Role-Playing,Take-Two Interactive,The Elder Scrolls IV: Oblivion,2.82,1.05,0.13,0.4,4.39,0.0
252,NES,1987,Adventure,Nintendo,Zelda II: The Adventure of Link,2.19,0.5,1.61,0.08,4.38,0.0
253,PS2,2005,Racing,Electronic Arts,Need for Speed: Most Wanted,2.03,1.79,0.08,0.47,4.37,0.0
254,PS3,2006,Shooter,Sony Computer Entertainment,Resistance: Fall of Man,1.73,1.73,0.14,0.75,4.35,0.0
255,GEN,1991,Platform,Sega,Sonic the Hedgehog,3.03,0.91,0.26,0.13,4.34,0.0
256,PS2,2005,Role-Playing,Square Enix,Kingdom Hearts II,2.2,0.58,1.38,0.17,4.33,0.0
257,X360,2013,Sports,Electronic Arts,FIFA 14,0.92,2.93,0.01,0.46,4.31,0.0
258,X360,2014,Shooter,Activision,Call of Duty: Advanced Warfare,2.75,1.18,0.0,0.37,4.31,0.0
259,2600,1980,Shooter,Atari,Asteroids,4.0,0.26,0.0,0.05,4.31,0.0
260,X360,2008,Role-Playing,Microsoft Game Studios,Fable II,2.51,1.27,0.11,0.41,4.31,0.0
261,XOne,2015,Shooter,Microsoft Game Studios,Halo 5: Guardians,2.64,1.2,0.03,0.39,4.26,0.0
262,WiiU,2013,Platform,Nintendo,Super Mario 3D World,2.11,1.11,0.72,0.3,4.25,0.0
263,PS3,2009,Action,Eidos Interactive,Batman: Arkham Asylum,2.23,1.34,0.07,0.61,4.25,0.0
264,PS3,2011,Action,Ubisoft,Assassin's Creed: Revelations,1.41,2.02,0.1,0.72,4.24,0.0
265,GBA,2001,Misc,Namco Bandai Games,Namco Museum,3.0,1.11,0.05,0.07,4.24,0.0
266,PS2,2004,Action,Konami Digital Entertainment,Metal Gear Solid 3: Snake Eater,1.46,0.0,0.83,1.93,4.23,0.0
267,PSP,2006,Platform,Sony Computer Entertainment,Daxter,2.45,1.02,0.0,0.75,4.22,0.0
268,PC,1995,Strategy,Activision,Warcraft II: Tides of Darkness,1.7,2.27,0.0,0.23,4.21,0.0
269,3DS,2011,Action,Nintendo,The Legend of Zelda: Ocarina of Time,2.03,1.27,0.62,0.3,4.21,0.0
270,PS2,2005,Sports,Electronic Arts,FIFA Soccer 06,0.78,2.55,0.04,0.84,4.21,0.0
271,PS2,2003,Misc,Sony Computer Entertainment,EyeToy Play,0.88,2.3,0.2,0.83,4.2,0.0
272,PS4,2016,Shooter,Sony Computer Entertainment,Uncharted 4: A Thief's End,1.3,2.07,0.18,0.65,4.2,0.0
273,PS3,2007,Racing,Sony Computer Entertainment,Gran Turismo 5 Prologue,1.28,1.83,0.57,0.53,4.2,0.0
274,X360,2011,Action,Ubisoft,Assassin's Creed: Revelations,2.25,1.47,0.04,0.43,4.19,0.0
275,PS3,2009,Fighting,Capcom,Street Fighter IV,2.02,1.06,0.58,0.53,4.19,0.0
276,X360,2011,Sports,Electronic Arts,FIFA 12,0.84,2.79,0.02,0.53,4.19,0.0
277,NES,1989,Action,Palcom,Teenage Mutant Ninja Turtles,3.38,0.44,0.31,0.04,4.17,0.0
278,NES,1984,Racing,Nintendo,Excitebike,2.04,0.48,1.57,0.07,4.16,0.0
279,PS,1997,Action,Hasbro Interactive,Frogger,3.79,0.27,0.0,0.11,4.16,0.0
280,PS2,2002,Sports,Electronic Arts,Madden NFL 2003,3.36,0.21,0.01,0.56,4.14,0.0
281,PS4,2014,Action,Ubisoft,Watch Dogs,1.4,1.86,0.11,0.77,4.14,0.0
282,PC,1997,Shooter,Vivendi Games,Half-Life,4.03,0.0,0.09,0.0,4.12,0.0
283,SNES,1995,Platform,Nintendo,Super Mario World 2: Yoshi's Island,1.65,0.61,1.76,0.09,4.12,0.0
284,PS2,2006,Sports,Electronic Arts,FIFA Soccer 07,0.71,2.48,0.03,0.89,4.11,0.0
285,Wii,2011,Action,Nintendo,The Legend of Zelda: Skyward Sword,2.14,1.2,0.37,0.4,4.1,0.0
286,SNES,1992,Fighting,Capcom,Street Fighter II Turbo,1.42,0.51,2.1,0.07,4.1,0.0
287,Wii,2007,Misc,Take-Two Interactive,Carnival Games,2.13,1.5,0.05,0.42,4.1,0.0
288,XOne,2015,Role-Playing,Bethesda Softworks,Fallout 4,2.45,1.26,0.01,0.37,4.09,0.0
289,PC,2007,Role-Playing,Activision,World of Warcraft: The Burning Crusade,2.57,1.52,0.0,0.0,4.09,0.0
290,X360,2010,Role-Playing,Bethesda Softworks,Fallout: New Vegas,2.65,1.06,0.04,0.33,4.08,0.0
291,PS2,2007,Action,Sony Computer Entertainment,God of War II,2.32,0.04,0.04,1.67,4.07,0.0
292,X360,2007,Racing,Microsoft Game Studios,Forza Motorsport 2,2.35,1.28,0.03,0.41,4.06,0.0
293,PS2,2005,Sports,Konami Digital Entertainment,World Soccer Winning Eleven 9,0.12,2.26,0.9,0.77,4.06,0.0
294,PS,1996,Misc,Sony Computer Entertainment,Namco Museum Vol.3,2.28,1.55,0.16,0.06,4.05,0.0
295,PS2,2000,Fighting,Namco Bandai Games,Tekken Tag Tournament,1.68,1.51,0.51,0.35,4.05,0.0
296,PS4,2014,Shooter,Ubisoft,Far Cry 4,1.12,2.12,0.1,0.69,4.03,0.0
297,N64,1997,Shooter,Nintendo,Star Fox 64,2.78,0.58,0.64,0.04,4.03,0.0
298,PS4,2014,Misc,Sony Computer Entertainment Europe,Minecraft,1.38,1.87,0.12,0.65,4.02,0.0
299,NES,1984,Sports,Nintendo,Golf,1.22,0.28,2.46,0.04,4.01,0.0
300,PS3,2008,Role-Playing,Bethesda Softworks,Fallout 3,2.15,1.2,0.07,0.59,4.01,0.0
301,DS,2007,Puzzle,Nintendo,Professor Layton and the Diabolical Box,0.92,1.78,0.92,0.37,4.0,0.0
302,X360,2009,Shooter,Electronic Arts,Left 4 Dead 2,2.67,0.89,0.05,0.37,3.99,0.0
303,PS2,2005,Misc,Namco Bandai Games,Namco Museum: 50th Anniversary,2.08,1.35,0.0,0.54,3.98,0.0
304,Wii,2009,Sports,Electronic Arts,EA Sports Active,2.1,1.36,0.06,0.4,3.92,0.0
305,PS4,2014,Action,Ubisoft,Assassin's Creed: Unity,1.18,1.96,0.08,0.7,3.92,0.0
306,GB,1994,Platform,Nintendo,Donkey Kong Land,1.97,0.76,1.07,0.11,3.91,0.0
307,PS2,2003,Sports,Activision,Tony Hawk's Underground,2.29,1.17,0.01,0.42,3.9,0.0
308,PS3,2013,Action,Ubisoft,Assassin's Creed IV: Black Flag,1.33,1.71,0.13,0.73,3.89,0.0
309,3DS,2014,Role-Playing,Nintendo,Monster Hunter 4 Ultimate,0.67,0.49,2.62,0.11,3.89,0.0
310,PS3,2006,Racing,Sony Computer Entertainment,MotorStorm,1.53,1.61,0.06,0.67,3.88,0.0
311,PC,2011,Role-Playing,Bethesda Softworks,The Elder Scrolls V: Skyrim,1.15,2.09,0.0,0.64,3.88,0.0
312,PS2,2005,Fighting,Namco Bandai Games,Tekken 5,0.93,1.94,0.31,0.7,3.87,0.0
313,NES,1988,Role-Playing,Enix Corporation,Dragon Warrior III,0.1,0.0,3.77,0.0,3.87,0.0
314,PS3,2010,Sports,Sony Computer Entertainment,Sports Champions,2.12,1.14,0.1,0.51,3.87,0.0
315,PS4,2015,Sports,Take-Two Interactive,NBA 2K16,2.48,0.65,0.03,0.69,3.85,0.0
316,PS2,2004,Sports,Konami Digital Entertainment,World Soccer Winning Eleven 8 International,0.16,1.89,1.12,0.68,3.85,0.0
317,DS,2007,Misc,Nintendo,Flash Focus: Vision Training in Minutes a Day,0.87,1.57,1.05,0.35,3.84,0.0
318,PS,1995,Misc,Sony Computer Entertainment,Namco Museum Vol.1,2.12,1.44,0.22,0.06,3.84,0.0
319,GB,1992,Action,Nintendo,The Legend of Zelda: Link's Awakening,2.21,0.96,0.54,0.13,3.83,0.0
320,DS,2009,Role-Playing,Nintendo,Mario & Luigi: Bowser's Inside Story,2.26,0.48,0.81,0.27,3.83,0.0
321,Wii,2007,Misc,Nintendo,Big Brain Academy: Wii Degree,1.06,1.93,0.41,0.43,3.82,0.0
322,3DS,2011,Simulation,Nintendo,Nintendogs + cats,1.44,1.37,0.73,0.27,3.81,0.0
323,PS4,2015,Action,Warner Bros. Interactive Entertainment,Batman: Arkham Knight,1.49,1.58,0.1,0.61,3.79,0.0
324,Wii,2011,Sports,Sega,Mario & Sonic at the London 2012 Olympic Games,1.14,1.91,0.27,0.46,3.78,0.0
325,X360,2008,Action,Activision,LEGO Indiana Jones: The Original Adventures,2.4,1.03,0.0,0.36,3.78,0.0
326,PS,1996,Action,Virgin Interactive,Resident Evil Director's Cut,1.82,1.24,0.47,0.25,3.77,0.0
327,PSP,2007,Platform,Sony Computer Entertainment,Ratchet & Clank: Size Matters,1.4,1.4,0.1,0.87,3.77,0.0
328,Wii,2013,Misc,Ubisoft,Just Dance 2014,1.98,1.47,0.0,0.32,3.76,0.0
329,PC,2002,Simulation,Electronic Arts,The Sims: Unleashed,2.03,1.56,0.0,0.17,3.76,0.0
330,Wii,2007,Platform,Nintendo,Super Paper Mario,1.98,0.88,0.59,0.32,3.76,0.0
331,PS,2001,Action,Electronic Arts,Harry Potter and the Sorcerer's Stone,1.37,2.0,0.14,0.22,3.73,0.0
332,PS4,2015,Role-Playing,Namco Bandai Games,The Witcher 3: Wild Hunt,0.96,2.0,0.21,0.56,3.73,0.0
333,PS,1999,Action,Eidos Interactive,Resident Evil 3: Nemesis,1.3,0.77,1.54,0.11,3.72,0.0
334,PS,2000,Platform,Sony Computer Entertainment,Spyro: Year of the Dragon,1.93,1.58,0.0,0.19,3.71,0.0
335,PS2,2004,Sports,Electronic Arts,FIFA Soccer 2005,0.58,2.48,0.04,0.59,3.7,0.0
336,GB,1998,Strategy,Nintendo,Pok茅mon Trading Card Game,1.49,0.73,1.38,0.1,3.7,0.0
337,PS3,2013,Shooter,Electronic Arts,Battlefield 4,1.3,1.51,0.27,0.61,3.69,0.0
338,DS,2007,Simulation,Electronic Arts,MySims,1.59,1.61,0.08,0.41,3.69,0.0
339,DS,2009,Misc,Nintendo,Friend Collection,0.0,0.0,3.67,0.0,3.67,0.0
340,PS2,2002,Sports,Activision,Tony Hawk's Pro Skater 4,2.13,1.18,0.01,0.35,3.67,0.0
341,PSP,2005,Racing,Take-Two Interactive,Midnight Club 3: DUB Edition,1.65,1.22,0.0,0.79,3.66,0.0
342,N64,1998,Platform,Nintendo,Banjo-Kazooie,1.87,1.13,0.55,0.1,3.65,0.0
343,PS2,2002,Shooter,Sony Computer Entertainment,SOCOM: U.S. Navy SEALs,2.53,0.81,0.06,0.24,3.65,0.0
344,Wii,2008,Misc,Activision,Guitar Hero: World Tour,2.33,0.97,0.0,0.35,3.65,0.0
345,PS3,2013,Racing,Sony Computer Entertainment,Gran Turismo 6,0.71,1.8,0.4,0.74,3.64,0.0
346,PS2,2001,Platform,Sony Computer Entertainment,Jak and Daxter: The Precursor Legacy,2.08,1.09,0.15,0.33,3.64,0.0
347,N64,1999,Simulation,Nintendo,Pokemon Snap,2.23,0.68,0.66,0.06,3.63,0.0
348,PS3,2009,Sports,Electronic Arts,FIFA Soccer 10,0.6,2.46,0.05,0.52,3.63,0.0
349,PS2,2007,Sports,Konami Digital Entertainment,Pro Evolution Soccer 2008,0.05,0.0,0.64,2.93,3.63,0.0
350,PS4,2013,Shooter,Activision,Call of Duty: Ghosts,1.78,1.42,0.05,0.38,3.63,0.0
351,PS2,2005,Action,Capcom,Resident Evil 4,2.08,0.83,0.46,0.25,3.62,0.0
352,PS4,2016,Shooter,Ubisoft,Tom Clancy's The Division,1.28,1.61,0.15,0.57,3.61,0.0
353,PS2,2004,Shooter,LucasArts,Star Wars: Battlefront,1.93,1.22,0.03,0.44,3.61,0.0
354,PC,1994,Shooter,Virgin Interactive,Doom II: Hell on Earth,2.05,1.4,0.0,0.16,3.61,0.0
355,PS2,2001,Racing,Electronic Arts,The Simpsons: Road Rage,2.02,1.17,0.0,0.42,3.61,0.0
356,DS,2007,Simulation,505 Games,Cooking Mama 2: Dinner With Friends,1.61,1.5,0.1,0.39,3.61,0.0
357,GC,2001,Action,Nintendo,Luigi's Mansion,2.38,0.67,0.46,0.1,3.6,0.0
358,PS2,2005,Shooter,LucasArts,Star Wars: Battlefront II,2.18,1.02,0.03,0.37,3.59,0.0
359,PS,2000,Fighting,THQ,WWF SmackDown!,2.01,1.35,0.06,0.16,3.58,0.0
360,PS,1997,Platform,Fox Interactive,Croc: Legend of the Gobbos,1.57,1.79,0.0,0.2,3.56,0.0
361,PS2,2006,Action,Take-Two Interactive,Grand Theft Auto: Liberty City Stories,1.56,1.4,0.07,0.5,3.54,0.0
362,PS2,2002,Action,Sony Computer Entertainment,The Getaway,1.23,1.77,0.05,0.49,3.54,0.0
363,PS,1997,Action,Eidos Interactive,Tomb Raider III: Adventures of Lara Croft,1.66,1.58,0.12,0.18,3.54,0.0
364,PS2,2001,Shooter,Electronic Arts,James Bond 007: Agent Under Fire,1.9,1.13,0.1,0.41,3.53,0.0
365,PS2,2005,Action,Eidos Interactive,LEGO Star Wars: The Video Game,1.98,1.14,0.01,0.41,3.53,0.0
366,X360,2013,Shooter,Electronic Arts,Battlefield 4,2.14,1.08,0.02,0.29,3.53,0.0
367,X360,2010,Sports,Electronic Arts,FIFA Soccer 11,0.71,2.4,0.02,0.4,3.53,0.0
368,PS,2000,Action,THQ,Rugrats in Paris: The Movie,1.96,1.33,0.0,0.23,3.52,0.0
369,PS,1999,Platform,Sony Computer Entertainment,Spyro 2: Ripto's Rage!,2.14,1.21,0.01,0.17,3.52,0.0
370,X360,2008,Shooter,Electronic Arts,Left 4 Dead,2.66,0.5,0.05,0.3,3.52,0.0
371,DS,2009,Sports,Sega,Mario & Sonic at the Olympic Winter Games,1.22,1.66,0.27,0.38,3.52,0.0
372,X360,2009,Action,Capcom,Resident Evil 5,2.11,0.94,0.12,0.34,3.51,0.0
373,SNES,1996,Platform,Nintendo,Donkey Kong Country 3: Dixie Kong's Double Trouble!,1.17,0.5,1.75,0.08,3.51,0.0
374,X360,2010,Action,Ubisoft,Assassin's Creed: Brotherhood,2.84,0.39,0.03,0.24,3.5,0.0
375,NES,1985,Action,Nintendo,Kung Fu,1.64,0.38,1.42,0.06,3.5,0.0
376,X360,2009,Action,Eidos Interactive,Batman: Arkham Asylum,2.2,0.97,0.02,0.31,3.5,0.0
377,DS,2006,Misc,Nintendo,Clubhouse Games,0.59,1.83,0.73,0.35,3.5,0.0
379,XOne,2015,Shooter,Electronic Arts,Star Wars Battlefront (2015),1.94,1.22,0.02,0.31,3.49,0.0
380,X360,2010,Shooter,Electronic Arts,Battlefield: Bad Company 2,2.09,1.02,0.04,0.32,3.48,0.0
381,DS,2008,Misc,Activision,Guitar Hero: On Tour,2.11,1.01,0.01,0.35,3.48,0.0
382,XOne,2014,Action,Ubisoft,Assassin's Creed: Unity,2.26,0.89,0.0,0.3,3.46,0.0
383,PS3,2012,Shooter,Ubisoft,Far Cry 3,0.88,1.75,0.1,0.72,3.45,0.0
384,3DS,2013,Role-Playing,Capcom,Monster Hunter 4,0.0,0.0,3.44,0.0,3.44,0.0
385,X360,2009,Shooter,Take-Two Interactive,Borderlands,2.39,0.73,0.03,0.29,3.44,0.0
386,PS2,2002,Fighting,Namco Bandai Games,Tekken 4,1.55,1.27,0.33,0.29,3.44,0.0
387,PS4,2013,Shooter,Electronic Arts,Battlefield 4,1.34,1.54,0.17,0.38,3.43,0.0
388,PS3,2011,Platform,Sony Computer Entertainment,LittleBigPlanet 2,1.82,1.07,0.06,0.47,3.42,0.0
389,PS,1998,Action,Take-Two Interactive,Grand Theft Auto 2,1.13,2.07,0.0,0.22,3.42,0.0
390,SNES,1994,Role-Playing,SquareSoft,Final Fantasy III,0.86,0.0,2.55,0.02,3.42,0.0
391,PS2,2004,Action,Activision,Spider-Man 2,1.75,1.2,0.02,0.43,3.41,0.0
392,GB,1990,Racing,Nintendo,F-1 Race,1.73,0.69,0.59,0.4,3.41,0.0
393,PS2,2002,Sports,Electronic Arts,FIFA Soccer 2003,0.46,2.28,0.05,0.61,3.4,0.0
394,PS,2000,Misc,Sony Computer Entertainment,Crash Bash,1.56,1.47,0.19,0.17,3.39,0.0
395,X360,2008,Action,Warner Bros. Interactive Entertainment,LEGO Batman: The Videogame,2.03,1.03,0.0,0.32,3.38,0.0
396,PS4,2015,Action,Konami Digital Entertainment,Metal Gear Solid V: The Phantom Pain,1.08,1.35,0.48,0.47,3.38,0.0
397,DS,2009,Action,Nintendo,The Legend of Zelda: Spirit Tracks,1.43,0.94,0.74,0.27,3.38,0.0
398,PS,1998,Fighting,Acclaim Entertainment,WWF War Zone,2.47,0.76,0.0,0.13,3.36,0.0
399,N64,2000,Action,Nintendo,The Legend of Zelda: Majora's Mask,1.9,0.67,0.73,0.06,3.36,0.0
400,DS,2008,Puzzle,Nintendo,Professor Layton and the Unwound Future,0.65,1.61,0.82,0.28,3.36,0.0
401,PS,1998,Adventure,THQ,Rugrats: Search For Reptar,1.63,1.53,0.0,0.18,3.34,0.0
402,X360,2013,Action,Ubisoft,Assassin's Creed IV: Black Flag,1.9,1.14,0.01,0.29,3.34,0.0
403,DS,2006,Misc,Nintendo,English Training: Have Fun Improving Your Skills!,0.0,0.99,2.32,0.02,3.33,0.0
404,PS2,2002,Shooter,Electronic Arts,James Bond 007: Nightfire,1.45,1.29,0.12,0.46,3.33,0.0
405,PS2,2002,Platform,Sony Computer Entertainment,Ratchet & Clank,1.44,1.01,0.57,0.3,3.33,0.0
406,Wii,2012,Misc,Nintendo,Mario Party 9,1.15,1.17,0.76,0.24,3.32,0.0
407,PS2,2005,Action,LucasArts,Star Wars Episode III: Revenge of the Sith,1.47,1.39,0.03,0.43,3.32,0.0
408,PS2,2001,Shooter,Take-Two Interactive,Max Payne,1.99,1.05,0.05,0.22,3.31,0.0
409,PS2,2003,Action,Electronic Arts,The Lord of the Rings: The Return of the King,1.5,1.28,0.05,0.46,3.28,0.0
410,PS4,2015,Action,Ubisoft,Assassin's Creed Syndicate,0.8,1.92,0.06,0.5,3.28,0.0
411,XOne,2014,Shooter,Activision,Destiny,2.13,0.92,0.0,0.23,3.28,0.0
412,PS2,2003,Action,Activision,True Crime: Streets of LA,1.89,1.05,0.02,0.31,3.27,0.0
413,Wii,2008,Misc,Nintendo,Wii Music,1.36,1.13,0.46,0.32,3.27,0.0
414,PSP,2009,Racing,Sony Computer Entertainment,Gran Turismo (PSP),0.5,1.59,0.31,0.87,3.27,0.0
415,3DS,2015,Action,Capcom,Monster Hunter X,0.25,0.19,2.78,0.04,3.26,0.0
416,PS,1995,Fighting,Sony Computer Entertainment,Tekken,0.95,1.3,0.77,0.22,3.24,0.0
417,XOne,2015,Sports,Electronic Arts,FIFA 16,0.88,2.11,0.0,0.23,3.23,0.0
418,PS3,2011,Adventure,Take-Two Interactive,L.A. Noire,1.27,1.33,0.12,0.51,3.23,0.0
419,PS4,2015,Sports,Electronic Arts,Madden NFL 16,2.33,0.3,0.0,0.59,3.22,0.0
420,3DS,2014,Role-Playing,Nintendo,Yokai Watch 2 Ganso/Honke,0.03,0.0,3.18,0.0,3.22,0.0
421,PS,1999,Shooter,Electronic Arts,007: Tomorrow Never Dies,1.72,1.33,0.0,0.16,3.21,0.0
422,NES,1983,Sports,Nintendo,Baseball,0.73,0.1,2.35,0.02,3.2,0.0
423,SNES,1995,Fighting,Nintendo,Killer Instinct,2.26,0.72,0.12,0.1,3.2,0.0
424,PS,2000,Fighting,THQ,WWF SmackDown! 2: Know Your Role,1.76,1.21,0.07,0.16,3.2,0.0
425,PSP,2007,Role-Playing,Square Enix,Crisis Core: Final Fantasy VII,1.35,0.6,0.8,0.44,3.19,0.0
426,PSP,2008,Action,Sony Computer Entertainment,God of War: Chains of Olympus,1.48,1.01,0.04,0.66,3.19,0.0
427,SNES,1995,Role-Playing,Enix Corporation,Dragon Quest VI: Maboroshi no Daichi,0.0,0.0,3.19,0.0,3.19,0.0
428,X360,2010,Misc,MTV Games,Dance Central,2.15,0.77,0.01,0.26,3.19,0.0
429,PS2,2003,Action,Atari,Enter the Matrix,1.78,1.12,0.09,0.19,3.18,0.0
430,WiiU,2015,Platform,Nintendo,Super Mario Maker,1.18,0.87,0.93,0.2,3.18,0.0
431,PS3,2010,Role-Playing,Bethesda Softworks,Fallout: New Vegas,1.52,1.08,0.1,0.47,3.17,0.0
433,DS,2008,Misc,Nintendo,Rhythm Heaven,0.58,0.51,1.93,0.14,3.17,0.0
434,PS2,2001,Simulation,Sony Computer Entertainment Europe,Ace Combat 04: Shattered Skies,2.06,0.56,0.38,0.17,3.17,0.0
435,DS,2008,Adventure,Disney Interactive Studios,Club Penguin: Elite Penguin Force,1.88,0.98,0.0,0.3,3.16,0.0
436,GC,2001,Simulation,Nintendo,Animal Crossing,1.92,0.16,0.99,0.09,3.15,0.0
437,DS,2008,Action,Warner Bros. Interactive Entertainment,LEGO Batman: The Videogame,1.79,1.06,0.0,0.29,3.15,0.0
438,DS,2005,Platform,Sega,Sonic Rush,1.22,1.57,0.06,0.29,3.15,0.0
439,PS3,2012,Shooter,Capcom,Resident Evil 6,0.88,0.97,0.88,0.42,3.15,0.0
440,XOne,2014,Shooter,Microsoft Game Studios,Halo: The Master Chief Collection,1.89,0.99,0.03,0.24,3.15,0.0
441,PS2,2007,Sports,Electronic Arts,FIFA Soccer 08,0.68,0.0,0.0,2.46,3.14,0.0
442,PS,2000,Action,Activision,Spider-Man,1.7,1.25,0.02,0.16,3.13,0.0
443,PS,1998,Racing,Electronic Arts,Need for Speed III: Hot Pursuit,2.14,0.86,0.0,0.13,3.12,0.0
444,N64,1999,Racing,Nintendo,Star Wars Episode I Racer,2.31,0.62,0.14,0.04,3.12,0.0
445,DS,2006,Misc,Nintendo,Personal Trainer: Cooking,0.91,1.0,1.03,0.17,3.12,0.0
446,PS3,2007,Role-Playing,Ubisoft,The Elder Scrolls IV: Oblivion,1.69,0.87,0.14,0.42,3.12,0.0
447,NES,1990,Role-Playing,Enix Corporation,Dragon Warrior IV,0.08,0.0,3.03,0.01,3.12,0.0
448,PS3,2010,Adventure,Sony Computer Entertainment,Heavy Rain,1.29,1.27,0.06,0.5,3.12,0.0
449,X360,2010,Role-Playing,Electronic Arts,Mass Effect 2,1.99,0.82,0.03,0.27,3.11,0.0
450,X360,2014,Sports,Electronic Arts,FIFA 15,0.78,2.02,0.0,0.3,3.11,0.0
451,PS2,2002,Fighting,Atari,Dragon Ball Z: Budokai,2.17,0.28,0.55,0.08,3.09,0.0
452,PS2,2001,Sports,Electronic Arts,Madden NFL 2002,2.5,0.16,0.01,0.42,3.08,0.0
453,NES,1986,Sports,Namco Bandai Games,World Class Track Meet,1.92,0.45,0.64,0.07,3.08,0.0
454,X360,2012,Shooter,Take-Two Interactive,Borderlands 2,1.89,0.91,0.04,0.24,3.07,0.0
455,3DS,2013,Action,Nintendo,The Legend of Zelda: A Link Between Worlds,1.4,0.99,0.46,0.22,3.07,0.0
456,GB,1994,Platform,Nintendo,Donkey Kong,1.57,0.62,0.55,0.34,3.07,0.0
457,PC,2002,Simulation,Electronic Arts,The Sims: Vacation,1.72,1.21,0.0,0.14,3.07,0.0
458,X360,2012,Role-Playing,Electronic Arts,Mass Effect 3,1.94,0.86,0.03,0.24,3.07,0.0
459,X360,2008,Action,Activision,Kung Fu Panda,1.91,0.84,0.0,0.29,3.05,0.0
460,X360,2012,Shooter,Ubisoft,Far Cry 3,1.38,1.35,0.02,0.28,3.04,0.0
461,Wii,2010,Platform,Disney Interactive Studios,Epic Mickey,2.06,0.64,0.12,0.22,3.04,0.0
462,X360,2008,Action,THQ,Saints Row 2,1.94,0.8,0.02,0.27,3.03,0.0
463,PS,1995,Platform,Ubisoft,Rayman,1.54,1.33,0.0,0.16,3.03,0.0
464,PS3,2009,Shooter,Sony Computer Entertainment,Killzone 2,1.4,1.07,0.08,0.47,3.02,0.0
465,XB,2002,Action,Ubisoft,Tom Clancy's Splinter Cell,1.85,1.04,0.0,0.13,3.02,0.0
466,NES,1987,Fighting,Nintendo,Mike Tyson's Punch-Out!!,2.03,0.47,0.45,0.07,3.02,0.0
467,PS2,2002,Sports,THQ,WWE SmackDown! Shut Your Mouth,1.45,1.13,0.07,0.38,3.02,0.0
468,XOne,2015,Shooter,Microsoft Game Studios,Gears of War: Ultimate Edition,2.38,0.32,0.0,0.31,3.0,0.0
469,X360,2012,Sports,Take-Two Interactive,NBA 2K13,2.6,0.21,0.01,0.19,3.0,0.0
470,PS2,2007,Fighting,Atari,Dragon Ball Z: Budokai Tenkaichi 3,1.15,0.0,0.76,1.09,3.0,0.0
472,PS4,2014,Action,Warner Bros. Interactive Entertainment,Middle-Earth: Shadow of Mordor,1.01,1.41,0.05,0.53,2.99,0.0
473,SNES,1993,Shooter,Nintendo,Star Fox,1.61,0.51,0.8,0.07,2.99,0.0
474,PC,2000,Misc,Electronic Arts,The Sims: Livin Large,1.67,1.18,0.0,0.13,2.99,0.0
475,PS2,2002,Sports,Konami Digital Entertainment,World Soccer Winning Eleven 6 International,0.12,1.26,1.16,0.45,2.99,0.0
476,PS2,2001,Action,Capcom,Devil May Cry,1.36,0.86,0.64,0.13,2.99,0.0
477,3DS,2015,Simulation,Nintendo,Animal Crossing: Happy Home Designer,0.47,1.0,1.39,0.12,2.98,0.0
478,PS3,2010,Shooter,Electronic Arts,Battlefield: Bad Company 2,1.33,1.12,0.08,0.45,2.97,0.0
479,PC,2014,Simulation,Electronic Arts,The Sims 4,0.96,1.72,0.0,0.29,2.97,0.0
480,PC,2011,Role-Playing,Electronic Arts,Star Wars: The Old Republic,1.58,1.01,0.0,0.38,2.97,0.0
481,PS2,2003,Platform,Sega,Sonic Heroes,1.04,1.37,0.06,0.49,2.96,0.0
482,DS,2008,Platform,Nintendo,Kirby Super Star Ultra,1.57,0.04,1.19,0.15,2.96,0.0
483,PS2,2002,Action,Eidos Interactive,Hitman 2: Silent Assassin,1.36,1.15,0.04,0.41,2.96,0.0
484,X360,2009,Fighting,Capcom,Street Fighter IV,1.82,0.71,0.15,0.26,2.95,0.0
485,N64,1996,Racing,Nintendo,Wave Race 64,1.98,0.58,0.34,0.04,2.94,0.0
486,PS2,2003,Shooter,Sony Computer Entertainment,SOCOM II: U.S. Navy SEALs,2.22,0.51,0.06,0.15,2.94,0.0
487,PS2,2005,Fighting,THQ,WWE SmackDown! vs. RAW 2006,1.45,1.11,0.04,0.33,2.94,0.0
488,PS3,2009,Action,Sony Computer Entertainment,inFAMOUS,1.76,0.69,0.12,0.37,2.94,0.0
489,GBA,2001,Puzzle,Atari,Pac-Man Collection,2.07,0.77,0.05,0.05,2.94,0.0
490,X360,2007,Role-Playing,Microsoft Game Studios,Mass Effect,1.83,0.8,0.03,0.27,2.93,0.0
491,Wii,2006,Puzzle,Nintendo,WarioWare: Smooth Moves,0.87,1.06,0.73,0.26,2.92,0.0
492,Wii,2007,Simulation,505 Games,Cooking Mama: Cook Off,1.43,1.13,0.05,0.3,2.91,0.0
493,GBA,2002,Platform,Nintendo,Super Mario World 2: Yoshi's Island,1.75,0.45,0.62,0.09,2.91,0.0
